Full Market Value,Land Assessed Value,MostRecentSalePrice,MostRecentSaleDate,PropertyType,BuildingStyle,YearBuilt,RoomCounts,nbhd,LotSize(acr)
"$52,000","$25,300",,,1 Family Res,Old style,1900,2 / 1,Vill/Norwood,0.73
"$102,000","$12,700",,,1 Family Res,Old style,1885,3 / 1,Vill/Norwood,0.28
"$116,000","$19,800",,,1 Family Res,Old style,1930,3 / 2,Vill/Norwood,0.51
"$35,000","$12,300",,,1 Family Res,Old style,1872,3 / 1,Vill/Norwood,0.27
"$61,000","$5,900",,,1 Family Res,Old style,1900,3 / 1,Vill/Norwood,0.11
"$96,000","$13,800",,,1 Family Res,Old style,1890,4 / 1,Vill/Norwood,0.31
"$80,000","$13,800",,,1 Family Res,Old style,1850,3 / 1,Vill/Norwood,0.31
"$110,000","$12,700",,,1 Family Res,Old style,1885,5 / 1.1,Vill/Norwood,0.28
"$375,000","$48,400",,,Funeral home,Commercial,1930,,Commercial,0.95
"$50,000","$5,000",,,1 Family Res,Old style,1900,2 / 1,Vill/Norwood,0.09
"$88,000","$18,900",,,1 Family Res,Old style,1900,3 / 1,Vill/Norwood,0.48
"$84,000","$13,800",,,1 Family Res,Old style,1920,6 / 1,Vill/Norwood,0.31
"$102,000","$19,200",,,1 Family Res,Old style,1920,3 / 1,Vill/Norwood,0.49
"$71,000","$11,500",,,1 Family Res,Old style,1910,4 / 1,Vill/Norwood,0.25
"$65,000","$15,900",,,1 Family Res,Old style,1910,3 / 1.1,Vill/Norwood,0.38
"$29,500","$15,600",,,Mfg housing,,,,Vill/Norwood,0.37
"$61,000","$23,000",,,Mfg housing,,,,Vill/Norwood,0.64
"$131,000","$35,200",,,1 Family Res,Ranch,1957,3 / 1,Vill/Norwood,3.7
"$47,000","$5,900",,,1 Family Res,Old style,1885,4 / 1,Vill/Norwood,0.11
"$63,000","$8,300",,,1 Family Res,Old style,1900,2 / 1,Vill/Norwood,0.17
"$70,000","$11,500",,,1 Family Res,Old style,1900,2 / 1,Vill/Norwood,0.25
"$36,000","$21,000",,,1 Family Res,Old style,1900,2 / 1,Vill/Norwood,0.56
"$116,000","$7,100",,,1 Family Res,Old style,1900,3 / 1,Vill/Norwood,0.14
"$112,000","$9,100",,,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.19
"$135,000","$6,700",,,1 Family Res,Old style,1923,3 / 1.1,Vill/Norwood,0.13
"$7,200","$7,200",,,Res vac land,,,,Vill/Norwood,0.13
"$156,000","$14,400",,,1 Family Res,Old style,1905,4 / 1.1,Vill/Norwood,0.33
"$121,000","$13,100",,,1 Family Res,Old style,1900,3 / 2,Vill/Norwood,0.29
"$41,200","$41,200",,,Res vac land,,,,Vill/Norwood,1.8
"$75,000",$0,,,Religious,Commercial,1869,,Commercial,0
"$163,000","$12,300",,,1 Family Res,Old style,1910,4 / 2,Vill/Norwood,0.27
"$172,000","$13,100",,,1 Family Res,Old style,1921,3 / 1,Vill/Norwood,0.29
"$179,000","$16,500",,,1 Family Res,Old style,1905,4 / 2,Vill/Norwood,0.4
"$143,000","$17,400",,,1 Family Res,Old style,1900,3 / 1.2,Vill/Norwood,0.43
"$174,000","$28,300",,,1 Family Res,Old style,1875,4 / 2.1,Vill/Norwood,0.85
"$171,000","$16,500",,,1 Family Res,Old style,1906,4 / 1.1,Vill/Norwood,0.4
"$133,000","$13,800",,,1 Family Res,Old style,1925,3 / 1.1,Vill/Norwood,0.31
"$115,000","$14,100",,,1 Family Res,Old style,1900,4 / 2,Vill/Norwood,0.32
"$163,000","$17,400",,,1 Family Res,Old style,1900,3 / 2,Vill/Norwood,0.43
"$85,000","$71,700",,,School,Commercial,1958,,Commercial,3.12
"$144,000","$32,000",,,2 Family Res,Old style,1900,4 / 2,Vill/Norwood,1
"$240,000","$15,600",,,1 Family Res,Old style,1904,5 / 2,Vill/Norwood,0.37
"$160,000","$18,600",,,1 Family Res,Old style,1900,3 / 1,Vill/Norwood,0.47
"$136,000","$17,700",,,1 Family Res,Old style,1890,4 / 1.1,Vill/Norwood,0.44
"$170,000","$18,300",,,1 Family Res,Ranch,1958,3 / 2,Vill/Norwood,0.46
"$138,000","$28,000",,,1 Family Res,Old style,1908,4 / 2,Vill/Norwood,0.84
"$138,000","$20,000",,,2 Family Res,Old style,1920,4 / 2,Vill/Norwood,0.52
"$190,000","$30,000",,,1 Family Res,Old style,1865,4 / 2,Vill/Norwood,0.92
"$139,000","$19,500",,,1 Family Res,Old style,1865,3 / 1.1,Vill/Norwood,0.5
"$112,000","$13,800",,,1 Family Res,Old style,1920,3 / 1.1,Vill/Norwood,0.31
"$86,000","$13,800",,,1 Family Res,Old style,1900,3 / 1,Vill/Norwood,0.31
"$110,000","$16,200",,,1 Family Res,Old style,1920,3 / 2,Vill/Norwood,0.39
"$12,300","$12,300",,,Res vac land,,,,Vill/Norwood,0.31
"$45,500","$21,100",,,Vac w/imprv,,,,Vill/Norwood,1.7
"$176,000","$30,500",,,1 Family Res,Cape cod,1991,3 / 1.1,Vill/Norwood,0.62
"$340,000","$40,100",,,Religious,Commercial,1867,,Commercial,0.7
"$182,000","$18,600",,,1 Family Res,Old style,1900,4 / 1.1,Vill/Norwood,0.47
"$6,300","$6,300",,,Rural vac<10,,,,Vill/Norwood,2.5
"$105,000","$10,300",,,1 Family Res,Ranch,1965,3 / 1,Vill/Norwood,0.22
"$118,000","$13,100",,,1 Family Res,Old style,1917,4 / 1,Vill/Norwood,0.29
"$88,000","$9,500",,,1 Family Res,Old style,1870,3 / 1.1,Water/Nor Lake,0.2
"$207,000","$30,300",,,1 Family Res,Cape cod,1997,3 / 2.1,Vill/Norwood,0.93
"$152,000","$23,000",,,1 Family Res,Old style,1895,3 / 2,Vill/Norwood,0.64
"$270,000","$42,500",,,1 Family Res,Colonial,1963,4 / 1.1,Water/Nor Lake,3
"$118,000","$25,500",,,1 Family Res,Cape cod,1960,3 / 1,Vill/Norwood,0.74
"$125,000","$21,000",,,1 Family Res,Split level,1959,3 / 1,Vill/Norwood,0.56
"$166,000","$19,200",,,1 Family Res,Old style,1890,3 / 2,Water/Nor Lake,0.49
"$218,000","$32,800",,,1 Family Res,Cape cod,1975,4 / 3,Water/Nor Lake,0.71
"$135,000","$22,300",,,1 Family Res,Split level,1969,3 / 1.1,Vill/Norwood,0.61
"$106,000","$21,500",,,1 Family Res,Ranch,1962,3 / 1,Vill/Norwood,0.58
"$284,000","$37,000",,,1 Family Res,Contemporary,2004,4 / 2,Water/Nor Lake,0.88
"$116,000","$35,300",,,1 Family Res,Bungalow,1920,1 / 1,Vill/Norwood,0.81
"$106,000","$37,800",,,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,6.6
"$126,000","$15,300",,,1 Family Res,Old style,1900,4 / 1.1,Vill/Norwood,0.36
"$163,000","$16,500",,,1 Family Res,Ranch,1978,4 / 1.1,Vill/Norwood,0.4
"$117,000","$20,300",,,1 Family Res,Ranch,1955,3 / 1,Vill/Norwood,0.53
"$158,000","$16,500",,,1 Family Res,Ranch,1991,3 / 1,Vill/Norwood,0.4
"$23,600","$23,600",,,Res vac land,,,,Vill/Norwood,5
"$115,000","$32,600",,,1 Family Res,Old style,1908,4 / 2,Vill/Norwood,1.4
"$117,000","$10,700",,,1 Family Res,Old style,1860,3 / 1.1,Water/Nor Lake,0.23
"$255,000","$125,400",,,Sewage,Commercial,1970,,Commercial,11.82
"$121,000","$14,700",,,1 Family Res,Ranch,1969,3 / 1,Vill/Norwood,0.34
"$125,000","$13,500",,,1 Family Res,Old style,1900,3 / 1,Vill/Norwood,0.3
"$129,000","$23,000",,,1 Family Res,Old style,1900,3 / 1,Vill/Norwood,0.35
"$69,000","$12,700",,,1 Family Res,Old style,1900,2 / 1,Vill/Norwood,0.28
"$80,000","$24,800",,,1 Family Res,Old style,1900,3 / 1,Vill/Norwood,0.41
"$126,000","$24,200",,,1 Family Res,Old style,1900,2 / 1.1,Vill/Norwood,0.39
"$114,000","$17,700",,,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.44
"$24,300","$23,300",,,Vac w/imprv,,,,Vill/Norwood,0.36
"$26,000","$11,100",,,1 Family Res,Old style,1900,2 / 1,Vill/Norwood,0.24
"$113,000","$25,700",,,1 Family Res,Old style,1870,1 / 2,Vill/Norwood,0.44
"$130,000","$14,700",,,1 Family Res,Ranch,1969,3 / 1,Vill/Norwood,0.34
"$450,000","$23,600",,,1 Family Res,Log home,2025,3 / 2.1,Vill/Norwood,0.37
"$103,000","$12,700",,,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.28
"$21,500","$21,500",,,Res vac land,,,,Vill/Norwood,2
"$280,000","$32,200",,,1 Family Res,Raised ranch,1991,3 / 2,Vill/Norwood,1.1
"$190,000","$113,000",,,Water Transm,,,,Commercial,14.1
"$500,000","$55,700",,,Living accom,Commercial,1992,,Commercial,1.57
"$111,000","$24,800",,,1 Family Res,Ranch,1951,3 / 1,Vill/Norwood,0.71
"$103,000","$14,700",,,1 Family Res,Old style,1920,3 / 1,Vill/Norwood,0.34
"$221,000","$19,500",,,1 Family Res,Colonial,1900,3 / 1.1,Vill/Norwood,0.5
"$121,000","$19,500",,,1 Family Res,Old style,1858,3 / 1,Vill/Norwood,0.5
"$96,000","$9,100",,,1 Family Res,Old style,1870,3 / 1,Vill/Norwood,0.19
"$81,000","$8,300",,,2 Family Res,Old style,1870,4 / 2,Vill/Norwood,0.17
"$85,000","$11,500",,,1 Family Res,Old style,1860,3 / 1.1,Vill/Norwood,0.25
"$121,000","$15,600",,,1 Family Res,Old style,1870,3 / 1,Vill/Norwood,0.37
"$121,000","$15,000",,,1 Family Res,Old style,1870,3 / 2,Vill/Norwood,0.35
"$159,000","$14,100",,,1 Family Res,Old style,1880,4 / 1,Vill/Norwood,0.32
"$146,000","$14,700",,,1 Family Res,Old style,1850,3 / 2.1,Vill/Norwood,0.34
"$119,000","$14,700",,,1 Family Res,Old style,1920,3 / 1,Vill/Norwood,0.34
"$113,000","$20,000",,,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.52
"$171,000","$15,000",,,1 Family Res,Old style,1910,3 / 1.1,Vill/Norwood,0.35
"$85,000","$15,600",,,1 Family Res,Old style,1900,3 / 1,Vill/Norwood,0.37
"$102,000","$19,800",,,1 Family Res,Old style,1880,2 / 1,Vill/Norwood,0.51
"$89,000","$9,100",,,3 Family Res,Old style,1900,4 / 3,Vill/Norwood,0.19
"$30,000","$19,200",,,3 Family Res,Old style,1876,5 / 3,Vill/Norwood,0.49
"$67,000","$13,800",,,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.31
"$59,000","$10,700",,,1 Family Res,Old style,1868,2 / 1,Vill/Norwood,0.23
"$20,300","$13,100",,,Mfg housing,,,,Vill/Norwood,0.29
"$275,000","$50,300",,,Supermarket,Commercial,1880,,Commercial,1.03
"$133,000","$12,300",,,1 Family Res,Old style,1833,3 / 1.1,Vill/Norwood,0.27
"$27,800","$27,800",,,Rural vac<10,,,,Vill/Norwood,0.51
"$153,000","$18,000",,,1 Family Res,Old style,1885,4 / 1.1,Vill/Norwood,0.45
"$375,000","$56,100",,,Living accom,Commercial,1992,,Commercial,1.61
"$2,000","$2,000",,,Rural vac<10,,,,Vill/Norwood,0.25
"$163,000","$22,000",,,1 Family Res,Split level,1957,4 / 1,Vill/Norwood,0.6
"$121,000","$31,300",,,1 Family Res,Old style,1870,3 / 1,Vill/Norwood,0.97
"$21,500","$21,500",,,Rural vac<10,,,,Vill/Norwood,2
"$9,700","$9,700",,,Elec-hydro,,,,Commercial,0.49
"$26,300","$26,300",,,Res vac land,,,,Vill/Norwood,6.8
"$105,000","$9,900",,,1 Family Res,Ranch,1955,3 / 2,Vill/Norwood,0.21
"$100,000","$6,700",,,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.13
"$114,000","$31,300",,,1 Family Res,Old style,1850,3 / 1,Vill/Norwood,0.97
"$89,000","$28,300",,,1 Family Res,Bungalow,1900,2 / 1,Vill/Norwood,0.85
"$125,000","$16,800",,,1 Family Res,Old style,1860,4 / 1.1,Vill/Norwood,0.41
"$1,500,000","$42,100",,,Apartment,Commercial,2015,,Commercial,0.76
$200,$200,,,Res vac land,,,,Vill/Norwood,0.03
"$11,400","$5,800",,,Parking lot,,,,Commercial,0.08
"$81,100","$81,100",,,Res vac land,,,,Water/Nor Lake,0.41
$100,$100,,,Rural vac<10,,,,Vill/Norwood,32
"$73,400","$73,400",,,Vacant comm,,,,Commercial,8.69
"$98,300","$45,400",,,Vac w/imprv,,,,Vill/Norwood,5.9
"$150,000","$13,000",,,Auto body,Commercial,2014,,Commercial,0.09
"$2,200","$2,200",,,Res vac land,,,,Vill/Norwood,0.07
"$137,000","$137,000",,,Rural vac>10,,,,Water/Nor Lake,23.8
"$3,500","$3,500",,,Vacant comm,,,,Commercial,0.35
$0,$0,,,Telecom. eq.,,,,,0
"$2,000","$2,000",,,Res vac land,,,,Water/Nor Lake,0.15
"$1,000","$1,000",,,Res vac land,,,,Vill/Norwood,0.05
$0,$0,,,Telecom. eq.,,,,,0
"$490,000","$131,600",,,Converted Res,Commercial,1950,,Comm Old,2.16
"$215,000","$28,800",,,2 Family Res,Old style,1900,7 / 3,Res Old #2,0.34
"$7,300,000","$323,700",,,College/univ,Commercial,2018,,Comm Old,24.8
"$675,000","$125,000",,,>1use sm bld,Commercial,1920,,Comm Old,1.5
"$4,700,000","$3,081,000",,,Air transprt,,,,Comm New,228.19
"$214,000","$15,000",,,3 Family Res,Old style,1900,6 / 4,Res Old #1,0.2
"$535,000","$41,200",,,Att row bldg,Commercial,1940,,Comm Old,0.27
"$225,000","$13,300",,,Att row bldg,Commercial,1900,,Comm Old,0.08
"$3,800,000","$3,288,200",,,College/univ,,,,Comm New,393.85
"$155,000","$24,200",,,1 Family Res,Ranch,1950,4 / 2,Res Old #1,0.52
"$288,000","$37,600",,,1 Family Res,Old style,1949,2 / 1,Res Old #2,0.59
"$219,000","$32,100",,,1 Family Res,Old style,1880,3 / 2,Res Old #2,0.37
"$188,000","$29,000",,,1 Family Res,Old style,1900,2 / 2,Res Old #2,0.35
"$118,000","$17,300",,,1 Family Res,Old style,1900,2 / 1,Res Old #2,0.17
"$235,000","$28,400",,,1 Family Res,Colonial,1920,4 / 1.1,Res Old #2,0.26
"$280,000","$29,400",,,1 Family Res,Colonial,1871,4 / 2.1,Res Old #2,0.37
"$255,000","$128,300",,,Converted Res,Commercial,1900,,Comm Old,1.83
"$245,000","$21,800",,,1 Family Res,Old style,1900,9 / 3,Res Old #2,0.22
"$143,000","$28,200",,,1 Family Res,Old style,1872,3 / 1,Res Old #2,0.31
"$139,000","$21,800",,,1 Family Res,Old style,1900,3 / 2.1,Res Old #2,0.22
"$252,000","$24,500",,,1 Family Res,Old style,1874,4 / 2.1,Res Old #2,0.25
"$179,000","$16,400",,,1 Family Res,Colonial,1924,4 / 1.1,Res Old #2,0.16
"$72,000","$20,000",,,1 Family Res,Old style,1930,3 / 1,Res Old #2,0.2
"$102,000","$36,600",,,1 Family Res,Cottage,1940,2 / 1,Res Old #2,0.88
"$193,000","$20,000",,,1 Family Res,Colonial,1922,4 / 2.1,Res Old #2,0.2
"$230,000","$31,400",,,1 Family Res,Ranch,1960,3 / 2.1,Res Old #2,0.47
"$400,000","$102,900",,,Apartment,Commercial,1981,,Comm Old,0.81
"$200,000","$51,000",,,1 use sm bld,Commercial,1980,,Comm Old,156
"$230,000","$38,300",,,1 use sm bld,Commercial,1960,,Comm Old,0.25
"$136,000","$27,500",,,1 Family Res,Ranch,1954,2 / 1,Res New,0.28
"$158,000","$25,200",,,1 Family Res,Ranch,1951,3 / 1.1,Res New,0.24
"$151,000","$25,200",,,1 Family Res,Ranch,1951,2 / 1.1,Res New,0.24
"$207,000","$33,900",,,1 Family Res,Colonial,1963,3 / 1.1,Res New,0.42
"$267,000","$38,500",,,1 Family Res,Colonial,1985,4 / 2,Res New,0.54
"$196,000","$33,500",,,1 Family Res,Split level,1960,3 / 1.1,Res New,0.41
"$210,000","$29,400",,,1 Family Res,Split level,1960,4 / 1.1,Res New,0.32
"$104,000","$20,000",,,1 Family Res,Old style,1900,3 / 1.1,Res Old #2,0.2
"$175,000","$50,000",,,Converted Res,Commercial,1950,,Comm Old,0.33
"$166,000","$17,300",,,1 Family Res,Old style,1928,4 / 1.1,Res Old #2,0.17
"$156,000","$20,000",,,1 Family Res,Old style,1880,4 / 1.1,Res Old #2,0.2
"$18,600","$8,800",,,Vac w/imprv,,,,Res Old #1,0.13
"$126,000","$20,200",,,1 Family Res,Old style,1900,2 / 1,Res Old #1,0.31
"$78,000","$7,300",,,1 Family Res,Old style,1900,3 / 1,Res Old #1,0.08
"$99,000","$18,000",,,1 Family Res,Old style,1905,2 / 2,Res Old #1,0.25
"$129,000","$18,000",,,3 Family Res,Old style,1920,3 / 3,Res Old #1,0.25
"$128,000","$18,000",,,1 Family Res,Old style,1900,4 / 1,Res Old #1,0.25
"$254,000","$40,000",,,1 Family Res,Ranch,1960,3 / 1,Res New,0.6
"$1,470,000","$148,300",,,Religious,Commercial,1972,,Comm Old,3.83
"$28,400","$28,400",,,Res vac land,,,,Res New,0.67
"$248,000","$38,500",,,1 Family Res,Ranch,1962,3 / 2,Res New,0.54
"$174,000","$20,900",,,1 Family Res,Old style,1896,3 / 1.1,Res Old #2,0.21
"$166,000","$17,300",,,1 Family Res,Old style,1850,3 / 1.1,Res Old #2,0.17
"$153,000","$17,300",,,1 Family Res,Colonial,1950,4 / 1.1,Res Old #2,0.17
"$190,000","$53,000",,,Converted Res,Commercial,1900,,Comm Old,0.35
"$144,000","$16,400",,,2 Family Res,Old style,1920,3 / 2,Res Old #2,0.16
"$224,000","$22,700",,,2 Family Res,Old style,1835,5 / 3,Res Old #2,0.23
"$7,200","$7,200",,,Rural vac<10,,,,Res Old #2,0.15
"$155,000","$23,600",,,1 Family Res,Old style,1900,3 / 2,Res Old #1,0.48
"$136,000","$24,100",,,2 Family Res,Old style,1901,4 / 2,Res Old #1,0.51
"$166,000","$20,400",,,1 Family Res,Old style,1920,3 / 1.1,Res Old #1,0.32
"$135,000","$24,100",,,1 Family Res,Old style,1930,3 / 1.1,Res Old #1,0.51
"$133,000","$22,000",,,1 Family Res,Old style,1910,3 / 1.1,Res Old #1,0.4
"$121,000","$18,000",,,1 Family Res,Old style,1880,2 / 1,Res Old #1,0.25
"$155,000","$21,000",,,1 Family Res,Old style,1900,4 / 1,Res Old #1,0.35
"$163,000","$24,000",,,2 Family Res,Old style,1900,5 / 2,Res Old #1,0.5
"$135,000","$18,000",,,1 Family Res,Old style,1930,3 / 1,Res Old #1,0.25
"$77,000","$22,000",,,2 Family Res,Old style,1920,4 / 2,Res Old #1,0.4
"$115,000","$27,700",,,1 Family Res,Old style,1900,3 / 1,Res Old #1,0.81
"$250,000","$42,500",,,2 Family Res,Old style,1860,6 / 6.1,Res New,0.7
"$115,000","$12,600",,,2 Family Res,Old style,1930,3 / 2,Res Old #1,99
"$1,000","$1,000",,,Rural vac<10,,,,Res Old #2,0.01
"$135,000","$51,500",,,Converted Res,Commercial,1990,,Comm Old,0.34
"$179,000","$21,800",,,1 Family Res,Old style,1898,3 / 1.1,Res Old #2,0.22
"$232,000","$29,000",,,1 Family Res,Old style,1887,5 / 2.1,Res Old #2,0.35
"$155,000","$48,600",,,Converted Res,Commercial,1950,,Comm Old,0.32
"$230,000","$29,800",,,2 Family Res,Old style,1900,4 / 2,Res Old #2,0.39
"$143,000","$25,200",,,1 Family Res,Old style,1900,3 / 1.1,Res Old #2,0.26
"$252,000","$32,100",,,1 Family Res,Old style,1896,4 / 3,Res Old #2,0.51
"$157,000","$23,600",,,2 Family Res,Old style,1862,3 / 2,Res Old #2,0.24
"$240,000","$26,000",,,1 Family Res,Raised ranch,1965,3 / 2.1,Res New,0.25
"$229,000","$50,000",,,1 Family Res,Colonial,1968,3 / 1.1,Res New,1
"$185,000","$33,900",,,1 Family Res,Raised ranch,1965,4 / 2,Res New,0.42
"$178,000","$26,500",,,1 Family Res,Raised ranch,1970,3 / 2,Res New,0.26
"$268,000","$31,200",,,1 Family Res,Colonial,1965,4 / 1.1,Res New,0.36
"$235,000","$34,800",,,1 Family Res,Colonial,1969,4 / 1.1,Res New,0.44
"$185,000","$30,800",,,1 Family Res,Colonial,1965,4 / 2.1,Res New,0.35
"$187,000","$22,200",,,1 Family Res,Split level,1951,3 / 1,Res Old #1,0.41
"$1,600,000","$743,400",,,Cemetery,Commercial,1950,,Comm Old,70.44
"$300,000","$94,200",,,1 use sm bld,Commercial,1960,,Comm New,0.39
"$3,500,000","$1,000",,,1 Family Res,Mansion,2005,14 / 3.3,Res New,0.01
"$4,400","$4,400",,,Res vac land,,,,Res Old #1,27.7
"$5,000,000","$2,883,800",,,College/univ,,,,Comm New,169.38
"$160,000","$32,000",,,2 Family Res,Old style,1831,7 / 4,Res Old #2,0.5
"$220,000","$25,200",,,1 Family Res,Old style,1900,4 / 3,Res Old #2,0.26
"$8,000","$8,000",,,Res vac land,,,,Res Old #2,1.1
"$2,400","$2,400",,,Res vac land,,,,Res New,0.04
"$1,700","$1,700",,,Res vac land,,,,Res Old #1,0.02
"$133,000","$15,000",,,1 Family Res,Cape cod,1958,3 / 1,Res Old #1,0.2
"$125,000","$14,400",,,1 Family Res,Old style,1920,2 / 2,Res Old #1,0.19
"$125,800","$17,400",,,1 Family Res,Old style,1930,4 / 2,Res Old #1,80
"$123,000","$23,400",,,1 Family Res,Old style,1940,4 / 1,Res Old #1,0.47
"$99,000","$20,400",,,1 Family Res,Ranch,1948,2 / 1,Res Old #1,0.32
"$75,000","$15,000",,,1 Family Res,Bungalow,1939,1 / 1,Res Old #1,0.2
"$134,000","$21,600",,,1 Family Res,Ranch,1961,4 / 1.1,Res Old #1,0.38
"$10,300","$10,300",,,Res vac land,,,,Res Old #1,0.16
"$12,300","$12,300",,,Res vac land,,,,Res Old #1,0.2
"$21,500","$21,500",,,Res vac land,,,,Res Old #1,2
"$88,000","$13,200",,,1 Family Res,Old style,1936,3 / 1,Res Old #1,0.17
"$138,000","$12,600",,,1 Family Res,Cape cod,1950,2 / 1,Res Old #1,0.16
"$106,000","$13,200",,,1 Family Res,Cape cod,1940,2 / 1,Res Old #1,0.17
"$105,000","$12,800",,,1 Family Res,Ranch,1967,2 / 1,Res Old #2,0.12
"$214,000","$24,500",,,1 Family Res,Colonial,1960,7 / 3,Res Old #2,0.25
"$425,000","$126,100",,,Restaurant,Commercial,1950,,Comm Old,1.61
"$135,000","$9,000",,,1 Family Res,Old style,1900,3 / 2,Res Old #2,0.08
"$130,000","$28,000",,,2 Family Res,Old style,1850,4 / 2,Res Old #2,0.3
"$125,000","$22,100",,,Converted Res,Commercial,1950,,Comm Old,0.14
"$172,000","$19,100",,,1 Family Res,Old style,1878,2 / 1,Res Old #2,0.19
"$102,000","$27,300",,,1 Family Res,Old style,1900,3 / 1.1,Res Old #2,0.29
"$166,000","$32,500",,,1 Family Res,Old style,1890,4 / 2,Res Old #2,0.54
"$141,000","$15,500",,,1 Family Res,Old style,1800,3 / 1.1,Res Old #2,0.15
"$110,000","$18,200",,,1 Family Res,Old style,1878,3 / 1,Res Old #2,0.18
"$400,000","$327,500",,,Apartment,Commercial,1980,,Comm New,31.3
"$186,000","$41,600",,,1 Family Res,Ranch,1977,3 / 1.1,Res Old #2,3.4
"$1,700,000",$0,,,College/univ,Commercial,1950,,Comm Old,0
"$4,100,000",$0,,,College/univ,Commercial,1950,,Comm Old,0
"$600,000",$0,,,College/univ,Commercial,1950,,Comm Old,0
"$200,000",$0,,,College/univ,,,,Comm Old,0
"$19,500,000",$0,,,College/univ,Commercial,1971,,Comm Old,0
"$6,000",$0,,,College/univ,,,,Comm Old,0
"$475,000",$0,,,College/univ,Commercial,1974,,Comm Old,0
"$5,800,000",$0,,,College/univ,Commercial,1965,,Comm Old,0
"$12,400,000",$0,,,College/univ,Commercial,1966,,Comm Old,0
"$4,400,000",$0,,,College/univ,Commercial,1954,,Comm Old,0
"$6,400,000",$0,,,College/univ,Commercial,1968,,Comm Old,0
$0,$0,,,College/univ,Commercial,1971,,Comm Old,0.01
"$9,400,000",$0,,,College/univ,Commercial,1980,,Comm Old,0
"$9,300,000",$0,,,College/univ,Commercial,1981,,Comm Old,0
"$470,000",$0,,,College/univ,Commercial,1956,,Comm Old,0
"$4,700,000",$0,,,College/univ,Commercial,1984,,Comm Old,0
"$5,800,000",$0,,,College/univ,Commercial,1984,,Comm Old,0
"$6,700,000",$0,,,College/univ,Commercial,1954,,Comm Old,0
"$43,000,000",$0,,,College/univ,Commercial,1991,,Comm Old,0
"$30,000",$0,,,College/univ,,,,Comm Old,0
"$675,000",$0,,,College/univ,Commercial,1999,,Comm Old,0
"$17,400,000",$0,,,College/univ,Commercial,2000,,Comm Old,0
"$4,400,000",$0,,,College/univ,Commercial,1963,,Comm Old,0
"$525,000",$0,,,College/univ,Commercial,1950,,Comm Old,0
"$1,300,000",$0,,,College/univ,Commercial,1954,,Comm Old,0
"$285,000",$0,,,College/univ,Commercial,1950,,Comm Old,0
"$29,500,000","$480,400",,,College/univ,Commercial,1991,,Comm New,10.01
"$8,700,000",$0,,,College/univ,Commercial,2013,,Comm Old,0
"$32,000,000",$0,,,College/univ,Commercial,2010,,Comm Old,0
"$210,000","$48,600",,,Auto body,Commercial,1967,,Comm Old,0.32
"$107,000","$12,800",,,2 Family Res,Old style,1880,4 / 2,Res Old #2,0.12
"$133,000","$10,000",,,1 Family Res,Old style,1900,3 / 1.1,Res Old #2,0.09
"$177,000","$13,700",,,1 Family Res,Old style,1900,4 / 1,Res Old #2,0.13
"$178,000","$24,500",,,1 Family Res,Old style,1900,4 / 1.1,Res Old #2,0.25
"$22,000","$22,000",,,Res vac land,,,,Res New,0.4
"$19,000","$19,000",,,Res vac land,,,,Res New,0.3
"$15,000","$15,000",,,Res vac land,,,,Res New,1.4
"$550,000","$42,300",,,1 Family Res,Ranch,2017,2 / 2.1,Res New,0.69
"$364,000","$30,300",,,1 Family Res,Colonial,1970,5 / 3.1,Res New,0.34
"$137,000","$28,600",,,1 Family Res,Old style,1920,3 / 1,Res Old #2,0.33
"$1,200","$1,200",,,Res vac land,,,,Res Old #1,0.05
"$1,811,594","$254,100",,,Ceiling rr,,,,Comm New,14.41
"$27,400","$27,400",,,Res vac land,,,,Res Old #1,1.9
"$21,400","$18,400",,,Vac w/imprv,,,,Res Old #1,0.13
"$1,500","$1,500",,,Res vac land,,,,Res Old #1,0.07
"$167,000","$14,400",,,1 Family Res,Old style,1830,3 / 2,Res Old #1,0.19
"$50,000","$6,500",,,1 Family Res,Old style,1880,3 / 1,Res Old #1,0.07
"$144,000","$17,400",,,1 Family Res,Old style,1900,3 / 1.1,Res Old #1,0.24
"$86,000","$18,400",,,1 Family Res,Old style,1900,2 / 1,Res Old #1,0.26
"$13,800","$11,800",,,Vac w/imprv,,,,Res Old #1,0.17
"$126,000","$13,800",,,1 Family Res,Old style,1900,4 / 1,Res Old #1,0.18
"$80,000","$4,800",,,1 Family Res,Old style,1900,3 / 1,Res Old #1,0.05
"$5,900","$5,900",,,Res vac land,,,,Res Old #1,0.08
"$142,000","$13,800",,,2 Family Res,Old style,1930,4 / 2,Res Old #1,0.18
"$146,000","$19,200",,,2 Family Res,Duplex,2001,4 / 2,Res Old #1,0.28
"$136,000","$12,000",,,2 Family Res,Old style,1880,4 / 2,Res Old #1,0.15
"$112,000","$14,400",,,1 Family Res,Old style,1864,3 / 2,Res Old #1,0.19
"$181,000","$12,000",,,1 Family Res,Old style,1920,4 / 1.1,Res Old #1,0.15
